name,type,no_brand,generic,synonyms,manufacturers,linked
Ferrero Ardennes S.A.,manufacturer,False,,киндер,Ferrero Ardennes S.A.,kinder
Ferrero S.p.A.,manufacturer,False,,киндер,Ferrero S.p.A.,ferrero|kinder|нутелла
Ferrero oHG mbH,manufacturer,False,,киндер,Ferrero oHG mbH,kinder
Fini,marketing,False,,,"FINI GOLOSINAS ESPANA, S.L.U","fini golosinas espana, s.l.u"
Finn Crisp,marketing,False,,финн крисп,"VAASAN Oy|АО ""Ваасан""","vaasan oy|ао ""ваасан"""
Fit-Parad,marketing,False,,,"ООО ""Питэко""","ооо ""питэко"""
Fito Fruit,marketing,False,,,"ООО""ПРОДИНКО""","ооо""продинко"""
Foodland D.O.O.,manufacturer,False,,,FOODLAND D.O.O.|Foodland D.O.O.,gartenz|gartenz de luxe
Fortuna,marketing,False,,,"Golden Prize Canning Co,,Ltd","golden prize canning co,,ltd"
Fresco,marketing,False,,фреско,"Fresco Coffee Group SRL, Италия","fresco coffee group srl, италия"
"Fresco Coffee Group SRL, Италия",manufacturer,False,,,"Fresco Coffee Group SRL, Италия",fresco
FrieslandCampina,manufacturer,False,,,FrieslandCampina,campina
Frito Lay Sp.z.o.o.,manufacturer,False,,,Frito Lay Sp.z.o.o.,хрусteam
Frozen Fish International GmbH,manufacturer,False,,iglo,Frozen Fish International GmbH,
Frukto,marketing,False,,фруктомания,"ООО ""ФКПЧФ Бобимэкс тм""","ооо ""фкпчф бобимэкс тм"""
Fruttis,marketing,False,,,"ООО ""Кампина""","ооо ""кампина"""
"Fujian Fuzhou West Honest Arts& Crafts Co., Ltd",manufacturer,False,,,"Fujian Fuzhou West Honest Arts& Crafts Co., Ltd",сэн сой
GAEA,marketing,False,,,GAEA PRODUCTS S.A.,gaea products s.a.
GAEA PRODUCTS S.A.,manufacturer,False,,,GAEA PRODUCTS S.A.,gaea
GAMMA-A SIA,manufacturer,False,,,GAMMA-A SIA,штурвал
GRAN MENU,marketing,False,,,MANCIN NADIA S.r.l.,mancin nadia s.r.l.
GRANABELLA,marketing,False,,,"ОАО ""Маслодельно-сыродельный комбинат ""Михайловский"", Россия|ООО ""Верхний луг"", Россия","оао ""маслодельно-сыродельный комбинат ""михайловский"", россия|ооо ""верхний луг"", россия"
GRUPO KALISE MENORQUINA S.A.,manufacturer,False,,,GRUPO KALISE MENORQUINA S.A.,mars
Gabiano,marketing,False,,,CASTELLO DI GABBIANO,
Galbani,manufacturer,False,,гальбани,"GALBANI|Galbani|S. p. A. Egidio Galbani|S.p.A. E. Galbani|SOMBOLED d.o.o., Сербия|ЕМСК|Лакталис Истра|ОАО ""Ефремовский маслосыродельный комбинат""","galbani|locatelli|s. p. a. egidio galbani|s.p.a. e. galbani|somboled d.o.o., сербия|емск|лакталис истра|оао ""ефремовский маслосыродельный комбинат"""
Galletas Asinez S.A.,manufacturer,False,,,Galletas Asinez S.A.,asinez
Gallina Blanca,marketing,False,,гал бланка|гал.бланка,"ЗАО ""Юроп Фудс ГБ""","зао ""юроп фудс гб"""
Gan Shmuel Foods Ltd,manufacturer,False,,,Gan Shmuel Foods Ltd,я
Gancia,marketing,False,,,,
Garcia Baquero,manufacturer,False,,гарсия бакеро,Garcia Baquero,garcia baquero
Gartenz,marketing,False,,,Foodland D.O.O.,foodland d.o.o.
Gartenz de luxe,marketing,False,,,FOODLAND D.O.O.,foodland d.o.o.
General Mills,manufacturer,False,,,General Mills,nature valley
General Mills Marketing Inc.,manufacturer,False,,,General Mills Marketing Inc.,зеленый великан
George Steuart teas (Pvt) Ltd,manufacturer,False,,,George Steuart teas (Pvt) Ltd,gr@ce!
Giaguaro Spa,manufacturer,False,,,Giaguaro Spa,lutik
Gold Классик,marketing,False,,,"ООО ""ВБД Напитки"", Россия","оао ""вбд напитки"""
Golden Kings of Ukraine,marketing,False,,,"ООО ""Агросельпром""","ооо ""агросельпром"""
"Golden Prize Canning Co,,Ltd",manufacturer,False,,,"Golden Prize Canning Co,,Ltd",fortuna
Gr@ce!,marketing,False,,грэйс!,George Steuart teas (Pvt) Ltd|SUN GENERATION LIMITED,george steuart teas (pvt) ltd|sun generation limited
Grand Dessert,marketing,False,,,"""Молкерай Хайнихен Фрайберг ГмбХ""|Молкерай Хайнихен Фрайберг ГмбХ","""молкерай хайнихен фрайберг гмбх""|молкерай хайнихен фрайберг гмбх"
Grand Di Oliva,marketing,False,,,"""OLYMPIA-XENIA A.S.A.""","""olympia-xenia a.s.a."""
Grand di Pasta,marketing,False,,,"ОАО ""МАКФА""|ОАО ""Макфа""","оао ""макфа"""
Granoro,marketing,False,,,,
Great BEAN,marketing,False,,,"OOO ""СЛАВКОФЕ"", Россия","ооо ""славкофе"", россия"
GreeMe Cola,marketing,False,,,"ООО ""Юнайтед Боттлинг Групп""","ооо ""юнайтед боттлинг групп"""
Green Ray,marketing,False,,грин рэй,"KRONOS S.A. MAVROVOYNI|ООО ""Грин Рей, Закорпатье""|ООО ""Кубанский консервный комбинат""|ООО ""Техада""|ООО""Техада""","kronos s.a. mavrovoyni|ооо ""грин рей, закорпатье""|ооо ""кубанский консервный комбинат""|ооо ""техада"""
Greenfield,marketing,False,,гринфилд,"КАРТОН|ООО ""НЕП""|ООО ""НЭП""|ООО ""ОРИМИ""","картон|ооо ""неп"", россия|ооо ""нэп""|ооо ""орими"""
Grey Goose,marketing,False,,,BMP Grey Goose S.A.S.,
Grill Mates,marketing,False,,,McCormick Polska S.A.,mccormick polska s.a.
"Guangzhou City Red Bridge Wanli Foodstuffs Co., Ltd.",manufacturer,False,,,"Guangzhou City Red Bridge Wanli Foodstuffs Co., Ltd.",о'кей
GurMama,marketing,False,,,"ООО ""Мираторг-Запад""","ооо ""мираторг-запад"""
Gustafsen,marketing,False,,,"ЗАО ""ИТА Северная Компания""|ЗАО"" ИТА Северная Компания""","зао ""ита северная компания"""
H. J. Heinz Holding,manufacturer,False,,,H. J. Heinz Holding,heinz
H. J. Heinz Manufacturing UK Ltd,manufacturer,False,,,H. J. Heinz Manufacturing UK Ltd,heinz
H.J. Heinz Holding B.V.,manufacturer,False,,,H.J. Heinz Holding B.V.,heinz
HEINZ (CHINA) SAUCES & CONDIMENTS CO,manufacturer,False,,,HEINZ (CHINA) SAUCES & CONDIMENTS CO,heinz
HP,marketing,False,,хайнц,"ООО ""Петропродукт-Отрадное""","ооо ""петропродукт-отрадное"""
Haco LTD.,manufacturer,False,,эгоист,Haco LTD.,bushido|egoiste
Hamamacioglu Koll Sti,manufacturer,False,,,Hamamacioglu Koll Sti,lutik
Hame,marketing,False,,хаме,"ЗАО ""ХАМЕ ФУДС""","зао ""хаме фудс"""
Hanoi Eurovision Co Ltd,manufacturer,False,,,Hanoi Eurovision Co Ltd,baleno
Hansdorf,marketing,False,,,"ООО "" Митра+""","ооо ""митра+"""
Haribo,marketing,False,,харибо,Haribo Hungaria KFT|Харибо ГМБХ&КО КГ,haribo hungaria kft|харибо гмбх&ко кг
Haribo Hungaria KFT,manufacturer,False,,,Haribo Hungaria KFT,haribo
Harry`s,marketing,False,,american sandwich,"ООО ""Харрис СНГ"", Россия|ООО ""Харрси СНГ""","ооо ""харрис снг"", россия|ооо ""харрси снг"""
Heinz,marketing,False,,хайнц,"De Marne's fabrieken BV|H. J. Heinz Holding|H. J. Heinz Manufacturing UK Ltd|H.J. Heinz Holding B.V.|HEINZ (CHINA) SAUCES & CONDIMENTS CO|Pudliszki Sp. z o. o|ООО ""Петропродукт-Отрадное""","de marne's fabrieken bv|h. j. heinz holding|h. j. heinz manufacturing uk ltd|h.j. heinz holding b.v.|heinz (china) sauces & condiments co|pudliszki sp. z o. o|ооо ""петропродукт-отрадное"""
Henan Zhiyuan Bean Products Co.,manufacturer,False,,,Henan Zhiyuan Bean Products Co.,sen soy
Hengstenberg,manufacturer,False,,,Hengstenberg,hengstenberg
Heritier,marketing,False,,,Belberry Preserves,belberry preserves
Hillway,marketing,False,,хилвей,Empire Teas (Pvt) Ltd,empire teas (pvt) ltd
Hochland,marketing,False,,,"ООО ""ХОХЛАНД РУССЛАНД""","ооо ""хохланд руссланд"""
Hochwald Foods GmbH,manufacturer,False,,,Hochwald Foods GmbH,альпенгурт
Honey Gallery,marketing,False,,,"ООО ""МЕДОВЫЙ ДОМ""","ооо ""медовый дом"""
Hungrow,marketing,False,,,"SRPSCO RUSCA TRGOVINS KUCA DOOKA|ООО ""Старорусский мясной двор""","srpsco rusca trgovins kuca dooka|ооо ""старорусский мясной двор"""
Huxol,marketing,False,,,Nutrisun GmbH & Co,nutrisun gmbh & co
IC,marketing,False,,,AAK (UK) Limited,aak (uk) limited
IDS Borjomi Georgia,manufacturer,False,,,IDS Borjomi Georgia,borjomi
ITALPIZZA S.R.L. CON SOCIO UNICO,manufacturer,False,,,ITALPIZZA S.R.L. CON SOCIO UNICO,лайме
ITALPIZZAS.R.L con socio unico,manufacturer,False,,,ITALPIZZAS.R.L con socio unico,laime
ITLV,marketing,False,,итлв,ABPSAU|ACEITES BORGES|Aceitunas Guadalquivir|Fabricat si ambalat|Sovena Espana S.A.U.|Vinagrerlas del penedes S.A.|ИП Вьюнков О.В.,abpsau|aceites borges|aceitunas guadalquivir|fabricat si ambalat|sovena espana s.a.u.|vinagrerlas del penedes s.a.|ип вьюнков о.в.
Iberica,marketing,False,,иберика,Coelsanus Ind. Cons. S.p.A.|«Olive Line» S. L.,coelsanus ind. cons. s.p.a.|«olive line» s. l.
Ideal,marketing,False,,,"ООО ""Бунге СНГ""","ооо ""бунге снг"""
Imperla,manufacturer,False,,,Imperla,imperla
InTantrin,marketing,False,,интантрин,"ООО ""ПК ""Аквалайф""","ооо ""пк ""аквалайф"""
"Indian Coffee Alliance LLP, Великобритания",manufacturer,False,,,"Indian Coffee Alliance LLP, Великобритания",московский
"Industrias Alimentarias de Navarra, S,A,U",manufacturer,False,,,"Industrias Alimentarias de Navarra, S,A,U",dos olivas
"IntelCheese AG, Швейцария",manufacturer,False,,,"IntelCheese AG, Швейцария",intercheese ag
InterCheese AG,marketing,False,,,"IntelCheese AG, Швейцария","intelcheese ag, швейцария"
Intermational Logistic,manufacturer,False,,,Intermational Logistic,
Intersnack Poland Sp z.o.o.,manufacturer,False,,,Intersnack Poland Sp z.o.o.,felix
Irn-Bru,marketing,False,,,"ООО "" ПепсиКо Холдингс""|ООО ""ПепсиКо Холдингс""","ооо ""пепсико холдингс"""
J & W Stollenwerk oHG,manufacturer,False,,,J & W Stollenwerk oHG,stollenwerk
J-7,marketing,False,,j7,"ОАО ""ВБД Напитки""","оао ""вбд напитки"""
J. & W. Stollenwerk oHG,manufacturer,False,,,J. & W. Stollenwerk oHG,штолленверк
"JSC ""DANVITA""",manufacturer,False,,,"JSC ""DANVITA""",blockbuster
Jacobs,marketing,False,,якобс|якобс монарх,"Mondelez Bulgaria Production EOOD|Mondelez Bulgaria Production EOOD, Болгария|ООО ""Мон'дэлис Русь""|ООО ""Мон'дэлис Русь"", Россия|Шварцкопф & Хенкель Продакшен Юроп ГмбХ & Ко","mondelez bulgaria production eood|mondelez bulgaria production eood, болгария|ооо ""мон'дэлис русь""|шварцкопф & хенкель продакшен юроп гмбх & ко"
Jardin,marketing,False,,десерт кап|жардин|клауд форест|орими|стиль ди милано|суматра мандхелинг|супремо,"ООО ""НЕП""|ООО ""НЕП"", Россия|ООО ""ОРИМИ ТРЕЙД""|ООО ""Орими трейд""|ООО ""Орими"", Россия|ООО""Орими Трэйд""","ооо ""неп"", россия|ооо ""орими трейд""|ооо ""орими""|ооо""орими трэйд"""
John West,marketing,False,,,"John West Foods Ltd|Paul Paulet SAS|ООО ""Хайнц-Георгиевск""","john west foods ltd|paul paulet sas|ооо ""хайнц-георгиевск"""
John West Foods Ltd,manufacturer,False,,,John West Foods Ltd,john west
Johnnie Walker,marketing,False,,,,
Jon West,marketing,False,,джон вест,"Chotiwal Manufacturing Co., Ltd.|European Seafood Investments Portugal|European Seafood Investments Portugal, S.A.","chotiwal manufacturing co., ltd.|european seafood investments portugal|european seafood investments portugal, s.a."
Jordans,marketing,False,,,The Jordans & Ryvita Company Ltd.,the jordans & ryvita company ltd.
Juan Gonzalez Martin,manufacturer,False,,,Juan Gonzalez Martin,sol negro
KIKOMAN FOODS EUROPE B.V.,manufacturer,False,,,KIKOMAN FOODS EUROPE B.V.,kikkoman
KING OSCAR Sp.z.o.o.,manufacturer,False,,,KING OSCAR Sp.z.o.o.,кинг оскар
KO&FE,marketing,False,,,"ООО ""КО энд Фе""|ООО ""Ко энд Фе""","ооо ""ко энд фе"""
KRAFT FOODS,manufacturer,False,,,KRAFT FOODS,carte noire
KRONOS S.A. MAVROVOYNI,manufacturer,False,,,KRONOS S.A. MAVROVOYNI,green ray
Kamis,marketing,False,,,"Mc Cormick Polska S.A.|McCORMICK POLSKA S.A.|McCormick Polska S.A.|McCormick Polska S.A., Польша|МакКормик Польша АО","mc cormick polska s.a.|mccormick polska s.a.|mccormick polska s.a., польша|маккормик польша ао"
Karwendel-Werke Huber GmbH & Co. KG,manufacturer,False,,,Karwendel-Werke Huber GmbH & Co. KG,exquisa
Kellogg`s,marketing,False,,,"ООО ""ЮНАЙТЕД БЕЙКЕРС""|ООО ""Юнайтед Бейкерс""","ооо ""юнайтед бейкерс"""
Kikkoman,marketing,False,,kikoman,KIKOMAN FOODS EUROPE B.V.,kikoman foods europe b.v.
Kimbo,marketing,False,,кимбо,"""Café do Brasil Spa""|""Café do Brasil Spa"", Италия","""café do brasil spa""|""café do brasil spa"", италия"
Kinder,marketing,False,Киндер,киндер,"FERRERO|Ferrero Ardennes S.A.|Ferrero S.p.A.|Ferrero oHG mbH|ЗАО ""ФЕРРЕРО РУССИЯ""","ferrero|ferrero ardennes s.a.|ferrero ohg mbh|ferrero s.p.a.|зао ""ферреро руссия"""
Klaus Langhoff'sche Weinkellerel GmbH.,manufacturer,False,,,Klaus Langhoff'sche Weinkellerel GmbH.,клаус лангофф безалкогольные вина
Knorr,marketing,False,,кнорр|чашка супа,"ООО ""Юнилевер Русь""|ООО «Юнилевер Русь»|Юнилевер Польша, Россия","ооо «юнилевер русь»|юнилевер польша, россия"
"Koncern ''Farmakom M,B,''",manufacturer,False,,,"Koncern ''Farmakom M,B,''",mlekara sabас
"Kotanui GmbH, Австрия",manufacturer,False,,,"Kotanui GmbH, Австрия",kotany|kotanyi
Kotany,marketing,False,,kotanyi,"Kotanui GmbH, Австрия","kotanui gmbh, австрия"
Kotanyi,marketing,False,,,"Kotanui GmbH, Австрия|Kotanyi GmbH|Котани","kotanui gmbh, австрия|kotanyi gmbh|котани"
Kotanyi GmbH,manufacturer,False,,,Kotanyi GmbH,kotanyi
Kuhne,marketing,False,,кюне,Carl Kuhne KG (GmbH & Co),carl kuhne kg (gmbh & co)
LUTECE B.V.,manufacturer,False,,,LUTECE B.V.,vitaland
La Baleine,marketing,False,,,CIE DES SALINS DU MIDI ET,cie des salins du midi et
La Doris S.p.A.,manufacturer,False,,,La Doris S.p.A.,olliani|pomato
La Molisana,marketing,False,,,La Molisana S.P.A.|United Distributors Inc.,la molisana s.p.a.|united distributors inc.
La Molisana S.P.A.,manufacturer,False,,,La Molisana S.P.A.,la molisana
La Vache de Paris,marketing,False,,,FLESHARD SA LATÉRITE DU PONT-MORIN,fleshard sa latérite du pont-morin
LaBeyrie,manufacturer,False,,citterio,Citterio|LaBeyrie,citterio|labeyrie
Lactalis International,manufacturer,False,,,Lactalis International,president
Laima,manufacturer,False,,лайма,"LAIMA|Laima|a/s ""LAIMA""","a/s ""laima""|laima"
Laime,marketing,False,,лайме,"Dolceria Alba S.r.l|ITALPIZZAS.R.L con socio unico|Surgital S.p.A|ООО ""Гурман""","dolceria alba s.r.l|italpizzas.r.l con socio unico|surgital s.p.a|ооо ""гурман"""
Lantmannen AXA,manufacturer,False,,,Lantmannen AXA,аха
Lavazza,marketing,False,,лавацца,"LUIGI LAVAZZA S.p.A.|Luigi Lavazza S.p.A.|Luigi Lavazza S.p.A., Италия|ВИРОБНИК|ПЛЕНОЧНЫЕ МАТЕРИАЛЫ ВЫСОКОБАРЬЕРНЫЕ","luigi lavazza s.p.a.|luigi lavazza s.p.a., италия|виробник|пленочные материалы высокобарьерные"
